id,title,bibtex_id,url,type,doi,is_relevant,source,year
166,Data cleaning and machine learning: a systematic literature review,,https://link.springer.com/article/10.1007/s10515-024-00453-w,,10.1007/s10515-024-00453-w,,springer,2024
167,"Chatgpt for cybersecurity: practical applications, challenges, and future directions",,https://link.springer.com/article/10.1007/s10586-023-04124-5,,10.1007/s10586-023-04124-5,,springer,2023
168,Investigating large language models capabilities for automatic code repair in Python,,https://link.springer.com/article/10.1007/s10586-024-04490-8,,10.1007/s10586-024-04490-8,,springer,2024
169,To resist it or to embrace it? Examining ChatGPT’s potential to support teacher feedback in EFL writing,,https://link.springer.com/article/10.1007/s10639-023-12146-0,,10.1007/s10639-023-12146-0,,springer,2023
170,Few-shot is enough: exploring ChatGPT prompt engineering method for automatic question generation in english education,,https://link.springer.com/article/10.1007/s10639-023-12249-8,,10.1007/s10639-023-12249-8,,springer,2023
171,"Editorial for EAIT issue 12, 2023",,https://link.springer.com/article/10.1007/s10639-023-12367-3,,10.1007/s10639-023-12367-3,,springer,2023
172,The impact of ChatGPT on L2 writing and expected responses: Voice from doctoral students,,https://link.springer.com/article/10.1007/s10639-023-12397-x,,10.1007/s10639-023-12397-x,,springer,2023
173,Constructing a teacher portrait for the artificial intelligence age based on the micro ecological system theory: A systematic review,,https://link.springer.com/article/10.1007/s10639-024-12513-5,,10.1007/s10639-024-12513-5,,springer,2024
174,Empowering education development through AIGC: A systematic literature review,,https://link.springer.com/article/10.1007/s10639-024-12549-7,,10.1007/s10639-024-12549-7,,springer,2024
175,Incorporating AI in foreign language education: An investigation into ChatGPT’s effect on foreign language learners,,https://link.springer.com/article/10.1007/s10639-024-12574-6,,10.1007/s10639-024-12574-6,,springer,2024
176,Natural language processing in educational research: The evolution of research topics,,https://link.springer.com/article/10.1007/s10639-024-12764-2,,10.1007/s10639-024-12764-2,,springer,2024
177,Acceptance and use of ChatGPT in the academic community,,https://link.springer.com/article/10.1007/s10639-024-12765-1,,10.1007/s10639-024-12765-1,,springer,2024
178,Exploratory study on the potential of ChatGPT as a rater of second language writing,,https://link.springer.com/article/10.1007/s10639-024-12817-6,,10.1007/s10639-024-12817-6,,springer,2024
179,Fairness-aware machine learning engineering: how far are we?,,https://link.springer.com/article/10.1007/s10664-023-10402-y,,10.1007/s10664-023-10402-y,,springer,2023
180,Exploring Gender Bias In Remote Pair Programming Among Software Engineering Students: The twincode Original Study And First External Replication,,https://link.springer.com/article/10.1007/s10664-023-10416-6,,10.1007/s10664-023-10416-6,,springer,2024
181,Use case cards: a use case reporting framework inspired by the European AI Act,,https://link.springer.com/article/10.1007/s10676-024-09757-7,,10.1007/s10676-024-09757-7,,springer,2024
182,"A phenomenology and epistemology of large language models: transparency, trust, and trustworthiness",,https://link.springer.com/article/10.1007/s10676-024-09777-3,,10.1007/s10676-024-09777-3,,springer,2024
183,Getting it right: the limits of fine-tuning large language models,,https://link.springer.com/article/10.1007/s10676-024-09779-1,,10.1007/s10676-024-09779-1,,springer,2024
184,Predictive analysis visualization component in simulated data streams,,https://link.springer.com/article/10.1007/s10791-024-09447-4,,10.1007/s10791-024-09447-4,,springer,2024
185,Enhancing BERT-Based Language Model for Multi-label Vulnerability Detection of Smart Contract in Blockchain,,https://link.springer.com/article/10.1007/s10922-024-09832-w,,10.1007/s10922-024-09832-w,,springer,2024
186,Opposing agents evolve the research: a decade of digital forensics,,https://link.springer.com/article/10.1007/s11042-024-19519-8,,10.1007/s11042-024-19519-8,,springer,2024
187,Analyzing the impact of companies on AI research based on publications,,https://link.springer.com/article/10.1007/s11192-023-04867-3,,10.1007/s11192-023-04867-3,,springer,2023
188,Computational Approaches for Traditional Chinese Painting: From the “Six Principles of Painting” Perspective,,https://link.springer.com/article/10.1007/s11390-024-3408-x,,10.1007/s11390-024-3408-x,,springer,2024
189,RA-CFGPT: Chinese financial assistant with retrieval-augmented large language model,,https://link.springer.com/article/10.1007/s11704-024-31018-5,,10.1007/s11704-024-31018-5,,springer,2024
190,FIFAWC: a dataset with detailed annotation and rich semantics for group activity recognition,,https://link.springer.com/article/10.1007/s11704-024-40027-3,,10.1007/s11704-024-40027-3,,springer,2024
191,A survey on large language model based autonomous agents,,https://link.springer.com/article/10.1007/s11704-024-40231-1,,10.1007/s11704-024-40231-1,,springer,2024
192,"ChatGPT Needs SPADE (Sustainability, PrivAcy, Digital divide, and Ethics) Evaluation: A Review",,https://link.springer.com/article/10.1007/s12559-024-10285-1,,10.1007/s12559-024-10285-1,,springer,2024
193,"Public attitudes toward chatgpt on twitter: sentiments, topics, and occupations",,https://link.springer.com/article/10.1007/s13278-024-01260-7,,10.1007/s13278-024-01260-7,,springer,2024
194,Interpretable Dropout Prediction: Towards XAI-Based Personalized Intervention,,https://link.springer.com/article/10.1007/s40593-023-00331-8,,10.1007/s40593-023-00331-8,,springer,2023
195,Beyond Predictive Learning Analytics Modelling and onto Explainable Artificial Intelligence with Prescriptive Analytics and ChatGPT,,https://link.springer.com/article/10.1007/s40593-023-00336-3,,10.1007/s40593-023-00336-3,,springer,2023
196,Beyond Mastery: Toward a Broader Understanding of AI in Education,,https://link.springer.com/article/10.1007/s40593-023-00343-4,,10.1007/s40593-023-00343-4,,springer,2023
197,Can ChatGPT Pass High School Exams on English Language Comprehension?,,https://link.springer.com/article/10.1007/s40593-023-00372-z,,10.1007/s40593-023-00372-z,,springer,2023
198,Formative Feedback on Student-Authored Summaries in Intelligent Textbooks Using Large Language Models,,https://link.springer.com/article/10.1007/s40593-024-00395-0,,10.1007/s40593-024-00395-0,,springer,2024
199,"GPT-4 in Education: Evaluating Aptness, Reliability, and Loss of Coherence in Solving Calculus Problems and Grading Submissions",,https://link.springer.com/article/10.1007/s40593-024-00403-3,,10.1007/s40593-024-00403-3,,springer,2024
200,Evaluation of LLM Tools for Feedback Generation in a Course on Concurrent Programming,,https://link.springer.com/article/10.1007/s40593-024-00406-0,,10.1007/s40593-024-00406-0,,"springer, web_of_science",2024
201,Transforming Driver Education: A Comparative Analysis of LLM-Augmented Training and Conventional Instruction for Autonomous Vehicle Technologies,,https://link.springer.com/article/10.1007/s40593-024-00407-z,,10.1007/s40593-024-00407-z,,springer,2024
202,The Use of ChatGPT in Source-Based Writing Tasks,,https://link.springer.com/article/10.1007/s40593-024-00413-1,,10.1007/s40593-024-00413-1,,springer,2024
203,A Large Language Model Approach to Educational Survey Feedback Analysis,,https://link.springer.com/article/10.1007/s40593-024-00414-0,,10.1007/s40593-024-00414-0,,springer,2024
204,Identifying missing data handling methods with text mining,,https://link.springer.com/article/10.1007/s41060-024-00582-1,,10.1007/s41060-024-00582-1,,springer,2024
205,Clinical Information Retrieval: A Literature Review,,https://link.springer.com/article/10.1007/s41666-024-00159-4,,10.1007/s41666-024-00159-4,,springer,2024
206,@llegra: a chatbot for Vallader,,https://link.springer.com/article/10.1007/s41870-024-01779-0,,10.1007/s41870-024-01779-0,,springer,2024
207,Breaking language barriers with ChatGPT: enhancing low-resource machine translation between algerian arabic and MSA,,https://link.springer.com/article/10.1007/s41870-024-01926-7,,10.1007/s41870-024-01926-7,,springer,2024
208,Text Analysis on Early Reactions to ChatGPT as a Tool for Academic Progress or Exploitation,,https://link.springer.com/article/10.1007/s42979-024-02714-7,,10.1007/s42979-024-02714-7,,springer,2024
209,Creating Automatic Connections for Personal Knowledge Management,,https://link.springer.com/article/10.1007/s42979-024-02876-4,,10.1007/s42979-024-02876-4,,springer,2024
210,Docimological Quality Analysis of LLM-Generated Multiple Choice Questions in Computer Science and Medicine,,https://link.springer.com/article/10.1007/s42979-024-02963-6,,10.1007/s42979-024-02963-6,,springer,2024
211,Student Opinion Mining About Instructor Using Optimized Ensemble Machine Learning Model and Feature Fusion,,https://link.springer.com/article/10.1007/s42979-024-03032-8,,10.1007/s42979-024-03032-8,,springer,2024
212,Needs and artificial intelligence,,https://link.springer.com/article/10.1007/s43681-022-00206-z,,10.1007/s43681-022-00206-z,,springer,2022
213,Beware of sustainable AI! Uses and abuses of a worthy goal,,https://link.springer.com/article/10.1007/s43681-023-00259-8,,10.1007/s43681-023-00259-8,,springer,2023
214,Exploring differences in ethical decision-making processes between humans and ChatGPT-3 model: a study of trade-offs,,https://link.springer.com/article/10.1007/s43681-023-00335-z,,10.1007/s43681-023-00335-z,,springer,2023
215,"The role of ChatGPT in disrupting concepts, changing values, and challenging ethical norms: a qualitative study",,https://link.springer.com/article/10.1007/s43681-023-00338-w,,10.1007/s43681-023-00338-w,,springer,2023
216,What do academics have to say about ChatGPT? A text mining analytics on the discussions regarding ChatGPT on research writing,,https://link.springer.com/article/10.1007/s43681-023-00354-w,,10.1007/s43681-023-00354-w,,springer,2023
217,"On inscription and bias: data, actor network theory, and the social problems of text-to-image AI models",,https://link.springer.com/article/10.1007/s43681-024-00431-8,,10.1007/s43681-024-00431-8,,springer,2024
218,Prospectives and drawbacks of ChatGPT in healthcare and clinical medicine,,https://link.springer.com/article/10.1007/s43681-024-00434-5,,10.1007/s43681-024-00434-5,,springer,2024
219,Exploring ChatGPT and its impact on society,,https://link.springer.com/article/10.1007/s43681-024-00435-4,,10.1007/s43681-024-00435-4,,springer,2024
220,Engaging the many-hands problem of generative-AI outputs: a framework for attributing credit,,https://link.springer.com/article/10.1007/s43681-024-00440-7,,10.1007/s43681-024-00440-7,,springer,2024
221,AI hype as a cyber security risk: the moral responsibility of implementing generative AI in business,,https://link.springer.com/article/10.1007/s43681-024-00443-4,,10.1007/s43681-024-00443-4,,springer,2024
222,Safeguarding human values: rethinking US law for generative AI’s societal impacts,,https://link.springer.com/article/10.1007/s43681-024-00451-4,,10.1007/s43681-024-00451-4,,springer,2024
223,The mechanisms of AI hype and its planetary and social costs,,https://link.springer.com/article/10.1007/s43681-024-00461-2,,10.1007/s43681-024-00461-2,,springer,2024
224,The ethics of using artificial intelligence in scientific research: new guidance needed for a new tool,,https://link.springer.com/article/10.1007/s43681-024-00493-8,,10.1007/s43681-024-00493-8,,springer,2024
225,Anticipating impacts: using large-scale scenario-writing to explore diverse implications of generative AI in the news environment,,https://link.springer.com/article/10.1007/s43681-024-00497-4,,10.1007/s43681-024-00497-4,,springer,2024
226,Examining Ethical and Social Implications of Digital Mental Health Technologies Through Expert Interviews and Sociotechnical Systems Theory,,https://link.springer.com/article/10.1007/s44206-024-00110-5,,10.1007/s44206-024-00110-5,,springer,2024
227,Exploring the use of large language models (LLMs) in chemical engineering education: Building core course problem models with Chat-GPT,,http://dx.doi.org/10.1016/j.ece.2023.05.001,,10.1016/j.ece.2023.05.001,,web_of_science,2023
228,On the Computational Complexity of Approximating Distributions by Probabilistic Automata,,https://link.springer.com/article/10.1023/A:1022693116573,,10.1023/A:1022693116573,,springer,1992
229,Building open-source AI,,https://link.springer.com/article/10.1038/s43588-023-00540-0,,10.1038/s43588-023-00540-0,,springer,2023
230,GPT-4/4V's performance on the Japanese National Medical Licensing Examination,,http://dx.doi.org/10.1080/0142159X.2024.2342545,,10.1080/0142159X.2024.2342545,,web_of_science,2024
231,Global insights and the impact of generative AI-ChatGPT on multidisciplinary: a systematic review and bibliometric analysis,,http://dx.doi.org/10.1080/09540091.2024.2353630,,10.1080/09540091.2024.2353630,,web_of_science,2024
232,A study of deadlock models for a multiservice medium access protocol employing a Slotted Aloha signalling channel,,https://doi.org/10.1109/90.893875,,10.1109/90.893875,,"acm, acm",2000
233,ZDDR: A Zero-Shot Defender for Adversarial Samples Detection and Restoration,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10410848,,10.1109/ACCESS.2024.3356568,,ieee,2024
234,"A Review on Large Language Models: Architectures, Applications, Taxonomies, Open Issues and Challenges",,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10433480,,10.1109/ACCESS.2024.3365742,,ieee,2024
235,"How Good Is ChatGPT at Face Biometrics? A First Look Into Recognition, Soft Biometrics, and Explainability",,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10445251,,10.1109/ACCESS.2024.3370437,,ieee,2024
236,Students’ Experiences of Using ChatGPT in an Undergraduate Programming Course,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10478015,,10.1109/ACCESS.2024.3380909,,"ieee, web_of_science",2024
237,Comparative Analysis of Deep Natural Networks and Large Language Models for Aspect-Based Sentiment Analysis,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10504711,,10.1109/ACCESS.2024.3386969,,ieee,2024
238,A Transformer-BERT Integrated Model-Based Automatic Conversation Method Under English Context,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10497586,,10.1109/ACCESS.2024.3388100,,ieee,2024
239,ChatGPT and Large Language Models in Healthcare: Opportunities and Risks,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10291020,,10.1109/AIBThings58340.2023.10291020,,ieee,2023
240,ChatPapers: An AI Chatbot for Interacting with Academic Research,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10470521,,10.1109/AICS60730.2023.10470521,,"ieee, web_of_science",2023
241,Refactoring Programs Using Large Language Models with Few-Shot Examples,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10479398,,10.1109/APSEC60848.2023.00025,,ieee,2023
