title,url,doi,abstract,year,num_pages,paper_type,bibtex
On ChatGPT: Perspectives from Software Engineering Students,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85182504562&origin=inward,10.1109/QRS60937.2023.00028,"AbstractView references

ChatGPT, an increasingly popular Large Language Model (LLM), has found widespread acceptance, especially among the younger generation, who rely on it for various tasks, such as comprehending complex course materials and tackling homework assignments. This surge in interest has drawn the attention of researchers, leading to numerous studies that delve into the advantages and disadvantages of the upcoming LLM dominant era. In our research, we explore the influence of ChatGPT and similar models on the field of software engineering, specifically from the perspective of software engineering students. Our main objective is to gain valuable insights into their usage habits and opinions through a comprehensive survey. The survey encompassed diverse questions, addressing the specific areas where ChatGPT was utilized for assistance and gathering students' reflections on each aspect. We found that ChatGPT has garnered widespread acceptance among software engineering students, with 93% of them utilizing it for their projects. These students expressed satisfaction with the level of assistance provided, and most intend to continue using it as a valuable tool in their work. During our investigation, we also assessed the students' awareness of the underlying technologies behind ChatGPT. Approximately half of the students demonstrated awareness of these technologies, while 38.7% had made extra efforts to explore prompt engineering to enhance ChatGPT's productivity. However, an important finding was that 90.6% of the students reported experiencing hallucinations during their interactions with ChatGPT. These hallucinations were shared as examples, raising significant concerns that warrant further exploration and mitigation. Moreover, we delved into potential improvements and gathered valuable recommendations, which could help ChatGPT to become even more effective and dependable in its applications. © 2023 IEEE.",2023,10,Conference Paper,"@article{2-s2.0-85182504562,
  title={On ChatGPT: Perspectives from Software Engineering Students},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Pre-made Empowering Artificial Intelligence and ChatGPT: The Growing Importance of Human AI-Experts,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85182016638&origin=inward,10.1109/IISA59645.2023.10345880,"AbstractView references

This paper investigates the augmented responsibility of human Artificial Intelligence experts in the era of empowered pre-made Artificial Intelligence (AI). The responsible and ethical use of pre-made AI is of paramount importance in this evolving technology. AI systems have the potential to impact numerous aspects of society, ranging from healthcare and finance to education and IoT. The decisions made by AI algorithms can have significant consequences for individuals, communities, and even entire industries. Using a comparison to the way widely available medicines require a prescription from medical doctors, human AI experts assume the role of evaluating, recommending, and overseeing the implementation of AI systems, even when pre-built AI solutions may seem user-friendly on the surface. The paper has explored the expanded responsibilities of human AI experts within two contemporary scenarios involving pre-made AI, encompassing LLMs and ChatGPT. These AI technologies are applied in two principal manners: initially, as standalone AI products readily accessible to a wide audience, and secondly, as elements undergoing exploration for integration into other AI-driven software and Intelligent Information Systems (IIS), with the goal of enhancing natural language processing (NLP) features within user interfaces. In all cases, the expertise of human AI professionals is indispensable, and their role is augmented. These professionals bear an increased responsibility for ensuring the responsible and ethical deployment of AI technologies, with a focus on human-centered design, bias mitigation, validation and accuracy estimation of the results, transparency promotion, and the necessary balance between automation and human oversight. This paper performs a review on pre-made AI and ChatGPT together with custom-based AI and shows that recent advance require an augmented role of human AI experts © 2023 IEEE.",2023,4,Conference Paper,"@article{2-s2.0-85182016638,
  title={Pre-made Empowering Artificial Intelligence and ChatGPT: The Growing Importance of Human AI-Experts},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Analyzing Scrum Team Impediments Using NLP,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85180636896&origin=inward,10.1007/978-3-031-48639-5_4,"AbstractView references

In this research, we focus on the impediments encountered by students in capstone projects following the Scrum methodology. Scrum meeting notes were collected in a dataset to permit Scrum roles and instructors to monitor progress and issues. We identified 9 categories of impediments in this dataset: Android, Coding Skills, Debugging, External Factors, Firebase/Database, Git/GitHub, Teamwork, Time Management, and UI/UX Design. We developed a Large Language Model (LLM) to classify these impediments. Natural Language Processing (NLP) has the potential to support software engineering processes. The novelty of this research is that it attempts to identify impediments faced by students’ Scrum teams with AI and support students and instructors. The relevance of the approach was discussed with subject matter experts (SME) of the industry. The proposed model is useful in both the academic and industry settings, to identify on-the-fly areas that need attention and, if fixed, would increase team productivity. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2023,14,Conference Paper,"@article{2-s2.0-85180636896,
  title={Analyzing Scrum Team Impediments Using NLP},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
How Useful TutorBot+ is for Teaching and Learning in Programming Courses: a Preliminary Study,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85179006268&origin=inward,10.1109/SCCC59417.2023.10315697,"AbstractView references

Objective: The objective of this paper is to present preliminary work on the development of an EduChatBot tool and the measurement of the effects of its use aimed at providing effective feedback to programming course students. This bot, hereinafter referred to as tutorBot+, was constructed based on chatGPT3.5 and is tasked with assisting and providing timely positive feedback to students in computer science programming courses at UCSC. Methods/Analysis: The proposed method consists of four stages: (1) Immersion in the feedback and Large Language Models (LLMs) topic; (2) Development of tutorBot+ prototypes in both non-conversational and conversational versions; (3) Experiment design; and (4) Intervention and evaluation. The first stage involves a literature review on feedback and learning, the use of intelligent tutors in the educational context, as well as the topics of LLMs and chatGPT. The second and third stages detail the development of tutorBot+ in its two versions, and the final stage lays the foundation for a quasi-experimental study involving students in the curriculum activities of Programming Workshop and Database Workshop, focusing on learning outcomes related to the development of computational thinking skills, and facilitating the use and measurement of the tool's effects. Findings: The preliminary results of this work are promising, as two functional prototypes of tutorBot+ have been developed for both the non-conversational and conversational versions. Additionally, there is ongoing exploration into the possibility of creating a domain-specific model based on pretrained models for programming, integrating tutorBot+ with other platforms, and designing an experiment to measure student performance, motivation, and the tool's effectiveness. © 2023 IEEE.",2023,4,Conference Paper,"@article{2-s2.0-85179006268,
  title={How Useful TutorBot+ is for Teaching and Learning in Programming Courses: a Preliminary Study},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Prompting Large Language Models to Power Educational Chatbots,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85178634464&origin=inward,10.1007/978-981-99-8385-8_14,"AbstractView references

The recent rise in both popularity and performance of large language models has garnered considerable interest regarding their applicability to education. Technologies like ChatGPT, which can engage in human-like dialog, have already disrupted educational practices given their ability to answer a wide array of questions. Nevertheless, integrating these technologies into learning contexts faces both technological and pedagogical challenges, such as providing appropriate user interfaces and configuring interactions to ensure that conversations stay on topic. To better understand the potential large language models have to power educational chatbots, we propose an architecture to support educational chatbots that can be powered by these models. Using this architecture, we created a chatbot interface that was integrated into a web application aimed at teaching software engineering best practices. The application was then used to conduct a case study comprising a controlled experiment with 26 university software engineering students. Half of the students interacted with a version of the application equipped with the chatbot, while the other half completed the same lesson without the chatbot. While the results of our quantitative analysis did not identify significant differences between conditions, qualitative insights suggest that learners appreciated the chatbot. These results could serve as a starting point to optimize strategies for integrating large language models into pedagogical scenarios. © 2023, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",2023,20,Conference Paper,"@article{2-s2.0-85178634464,
  title={Prompting Large Language Models to Power Educational Chatbots},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
"Exploring the Role of AI Assistants in Computer Science Education: Methods, Implications, and Instructor Perspectives",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85174478822&origin=inward,10.1109/VL-HCC57772.2023.00018,"AbstractView references

The use of AI assistants, along with the challenges they present, has sparked significant debate within the community of computer science education. While these tools demonstrate the potential to support students' learning and instructors' teaching, they also raise concerns about enabling unethical uses by students. Previous research has suggested various strategies aimed at addressing these issues. However, they concentrate on introductory programming courses and focus on one specific type of problem. The present research evaluated the performance of ChatGPT, a state-of-the-art AI assistant, at solving 187 problems spanning three distinct types that were collected from six undergraduate computer science. The selected courses covered different topics and targeted different program levels. We then explored methods to modify these problems to adapt them to ChatGPT's capabilities to reduce potential misuse by students. Finally, we conducted semi-structured interviews with 11 computer science instructors. The aim was to gather their opinions on our problem modification methods, understand their perspectives on the impact of AI assistants on computer science education, and learn their strategies for adapting their courses to leverage these AI capabilities for educational improvement. The results revealed issues ranging from academic fairness to long-term impact on students' mental models. From our results, we derived design implications and recommended tools to help instructors design and create future course material that could more effectively adapt to AI assistants' capabilities. © 2023 IEEE.",2023,11,Conference Paper,"@article{2-s2.0-85174478822,
  title={Exploring the Role of AI Assistants in Computer Science Education: Methods, Implications, and Instructor Perspectives},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
AI-Assisted Learning with ChatGPT and Large Language Models: Implications for Higher Education,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85174404773&origin=inward,10.1109/ICALT58122.2023.00072,"AbstractView references

The recent progress in generative AI models, particularly large language models (LLMs), has brought about a transformation in the field of education. Conversational LLM services, such as Google's Bard and OpenAI's ChatGPT, offer students access to many abilities such as summarization and generation of text and code, and on-demand replies to questions on expert topics. In this paper, we observe ChatGPT to explore how LLM services impact learning and instruction in higher education. First, we mapped the capabilities of the system by reviewing the grey literature on ChatGPT and using the system ourselves for two months. Second, we selected a Bachelor level computer science curriculum from a Finnish university, and examined the impact of ChatGPT on the offered courses. As an outcome of this study, we highlight 13 implications for students' learning in higher education, and discuss the contemporary future of AI-assisted learning in universities and beyond. © 2023 IEEE.",2023,5,Conference Paper,"@article{2-s2.0-85174404773,
  title={AI-Assisted Learning with ChatGPT and Large Language Models: Implications for Higher Education},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
DISCOVERING INSIGHTS IN LEARNING ANALYTICS THROUGH A MIXED-METHODS FRAMEWORK: APPLICATION TO COMPUTER PROGRAMMING EDUCATION,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85173949352&origin=inward,10.28945/5182,"AbstractView references

Aim/Purpose This article proposes a framework based on a sequential explanatory mixed-methods design in the learning analytics domain to enhance the models used to support the success of the learning process and the learner. The framework consists of three main phases: (1) quantitative data analysis; (2) qualitative data analysis; and (3) integration and discussion of results. Furthermore, we illus-trated the application of this framework by examining the relationships between learning process metrics and academic performance in the subject of Computer Programming coupled with content analysis of the responses to a students’ per-ception questionnaire of their learning experiences in this subject. Background There is a prevalence of quantitative research designs in learning analytics, which limits the understanding of students’ learning processes. This is due to the abundance and ease of collection of quantitative data in virtual environ-ments and learning management systems compared to qualitative data. Methodology This study uses a mixed-methods, non-experimental, research design. The quan-titative phase of the framework aims to analyze the data to identify behaviors, trends, and relationships between measures using correlation or regression anal-ysis. On the other hand, the qualitative phase of the framework focuses on con-ducting a content analysis of the qualitative data. This framework was applied to historical quantitative and qualitative data from students’ use of an automated feedback and evaluation platform for programming exercises in a programming course at the National University of Colombia during 2019 and 2020. The re-search question of this study is: How can mixed-methods research applied to learning analytics generate a better understanding of the relationships between the variables generated throughout the learning process and the academic per-formance of students in the subject of Computer Programming? Contribution The main contribution of this work is the proposal of a mixed-methods learn-ing analytics framework applicable to computer programming courses, which al-lows for complementing, corroborating, or refuting quantitatively evidenced re-sults with qualitative data and generating hypotheses about possible causes or explanations for student behavior. In addition, the results provide a better un-derstanding of the learning processes in the Computer Programming course at the National University of Colombia. Findings A framework based on sequential explanatory mixed-methods design in the field of learning analytics has been proposed to improve the models used to support the success of the learning process and the learner. The answer to the research question posed corresponds to that the mixed methods effectively complement quantitative and qualitative data. From the analysis of the data of the application of the framework, it appears that the qualitative data, represent-ing the perceptions of the students, generally supported and extended the quan-titative data. The consistency between the two phases allowed us to generate hy-potheses about the possible causes of student behavior and provide a better un-derstanding of the learning processes in the course. Recommendations for Practitioners We suggest implementing the proposed mixed-methods learning analytics framework in various educational contexts and populations. By doing so, practi-tioners can gather more diverse data and insights, which can lead to a better un-derstanding of learning processes in different settings and with different groups of learners. Recommendations for Researchers Researchers can use the proposed approach in their learning analytics projects, usually based exclusively on quantitative data analysis, to complement their re-sults, find explanations for their students’ behaviors, and understand learning processes in depth thanks to the information provided by the complementary analysis of qualitative data. Impact on Society The prevalence of exclusively quantitative research designs in learning analytics can limit our understanding of students’ learning processes. Instead, the mixed-methods approach we propose suggests a more comprehensive approach to learning analytics that includes qualitative data, which can provide deeper in-sight into students’ learning experiences and processes. Ultimately, this can lead to more effective interventions and improvements in teaching and learning practices. Future Research Potential lines of research to continue the work on mixed-method learning ana-lytics methodology include the following: first, implementing the framework on a different population sample, such as students from other universities or other knowledge areas; second, using techniques to correct unbalanced data sets in learning analytics studies; third, analyzing student interactions with the auto-mated grading platform and their academic activities in relation with their activ-ity grades; last, using the findings to design interventions that positively impact academic performance and evaluating the impact statistically through experimental study designs. In the context of introductory programming educa-tion, AI/large language models have the potential to revolutionize teaching by enhancing the learning experience, providing personalized support, and ena-bling more efficient assessment and feedback mechanisms. Future research in this area is to implement the proposed framework on data from an introductory programming course using these models. © (2023), (Informing Science Institute). All Rights Reserved.",2023,34,Article,"@article{2-s2.0-85173949352,
  title={DISCOVERING INSIGHTS IN LEARNING ANALYTICS THROUGH A MIXED-METHODS FRAMEWORK: APPLICATION TO COMPUTER PROGRAMMING EDUCATION},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Recommendations to Create Programming Exercises to Overcome ChatGPT,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85173600448&origin=inward,10.1109/CSEET58097.2023.00031,"AbstractView references

Large language models, such as ChatGPT, possess the potential to revolutionize educational practices across various domains. Nonetheless, the deployment of these models can inadvertently foster academic dishonesty due to their facile accessibility. In practical courses like programming, where hands-on experience is crucial for learning, relying solely on ChatGPT can hinder students' ability to engage with the exercises, consequently impeding the attainment of learning outcomes.This paper conducts an experimental analysis of GPT 3.5 and GPT 4, gauging their proficiencies and constraints in resolving a compendium of 22 programming exercises. We discern and categorize exercises based on ChatGPT's ability to furnish viable solutions, alongside those that remain unaddressed. Moreover, an evaluation of the malleability of the solutions proposed by ChatGPT is undertaken. Subsequently, we propound a series of recommendations aimed at curtailing undue dependence on ChatGPT, thereby fostering authentic competency development in programming. The efficaciousness of these recommendations is underpinned by their integration into the design and delivery of an examination as part of the corresponding course. © 2023 IEEE.",2023,5,Conference Paper,"@article{2-s2.0-85173600448,
  title={Recommendations to Create Programming Exercises to Overcome ChatGPT},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
ChatGPT as a Game-Changer for Embedding Emojis in Faculty Feedback,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85172278717&origin=inward,10.1109/CSCE60160.2023.00173,"AbstractView references

This study explores the potential of integrating emojis, and digital pictographs, into faculty feedback to augment student learning outcomes. This additional layer of expressiveness, encouragement, and involvement adds a personal touch to the often distant and virtual student-educator communications, fostering motivation. The study focuses on the impact of emojis on the learning process within the scrutinized Computer Science (CS) Department. Capitalizing on the capabilities of OpenAI's Large Language Model (LLM) ChatGPT-4, its Application Programming Interface (API), and associated tools and third-party plugins, a system that translates text into corresponding emojis and vice versa has been developed. The proposed application offers direct benefits to educators by simplifying the provision of detailed and extensive feedback to students. The primary research question is: Can the appropriate use of emojis, matched with the sentiment of the feedback text, contribute to enhanced student learning outcomes, higher retention rates, and boost the reputation of the educators providing it? Two surveys on the impact of emojis across selected course sections were conducted to answer the question: a pre-survey and a post-survey involving 175 active participants. The results were analyzed, and it was concluded that integrating emojis in faculty feedback, particularly when grading student work, could potentially enhance student learning outcomes and their overall course experience. © 2023 IEEE.",2023,8,Conference Paper,"@article{2-s2.0-85172278717,
  title={ChatGPT as a Game-Changer for Embedding Emojis in Faculty Feedback},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
'We Need To Talk About ChatGPT': The Future of AI and Higher Education,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85168683291&origin=inward,10.1109/SEENG59157.2023.00010,"AbstractView references

On November 30th, 2022, OpenAI released the large language model ChatGPT, an extension of GPT-3. The AI chatbot provides real-time communication in response to users' requests. The quality of ChatGPT's natural speaking answers marks a major shift in how we will use AI-generated information in our day-to-day lives. For a software engineering student, the use cases for ChatGPT are manifold: assessment preparation, translation, and creation of specified source code, to name a few. It can even handle more complex aspects of scientific writing, such as summarizing literature and paraphrasing text. Hence, this position paper addresses the need for discussion of potential approaches for integrating ChatGPT into higher education. Therefore, we focus on articles that address the effects of ChatGPT on higher education in the areas of software engineering and scientific writing. As ChatGPT was only recently released, there have been no peer-reviewed articles on the subject. Thus, we performed a structured grey literature review using Google Scholar to identify preprints of primary studies. In total, five out of 55 preprints are used for our analysis. Furthermore, we held informal discussions and talks with other lecturers and researchers and took into account the authors' test results from using ChatGPT. We present five challenges and three opportunities for the higher education context that emerge from the release of ChatGPT. The main contribution of this paper is a proposal for how to integrate ChatGPT into higher education in four main areas. © 2023 IEEE.",2023,4,Conference Paper,"@article{2-s2.0-85168683291,
  title={'We Need To Talk About ChatGPT': The Future of AI and Higher Education},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Training Language Models for Programming Feedback Using Automated Repair Tools,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85164915524&origin=inward,10.1007/978-3-031-36272-9_79,"AbstractView references

In introductory programming courses, automated repair tools (ARTs) are used to provide feedback to students struggling with debugging. Most successful ARTs take advantage of context-specific educational data to construct repairs to students’ buggy codes. Recent work in student program repair using large language models (LLMs) has also started to utilize such data. An underexplored area in this field is the use of ARTs in combination with LLMs. In this paper, we propose to transfer the repairing capabilities of existing ARTs to open large language models by finetuning LLMs on ART corrections to buggy codes. We experiment with this approach using three large datasets of Python programs written by novices. Our results suggest that a finetuned LLM provides more reliable and higher-quality repairs than the repair tool used for finetuning the model. This opens venues for further deploying and using educational LLM-based repair techniques. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2023,6,Conference Paper,"@article{2-s2.0-85164915524,
  title={Training Language Models for Programming Feedback Using Automated Repair Tools},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Automated Program Repair Using Generative Models for Code Infilling,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85164908820&origin=inward,10.1007/978-3-031-36272-9_74,"AbstractView references

In educational settings, automated program repair techniques serve as a feedback mechanism to guide students working on their programming assignments. Recent work has investigated using large language models (LLMs) for program repair. In this area, most of the attention has been focused on using proprietary systems accessible through APIs. However, the limited access and control over these systems remain a block to their adoption and usage in education. The present work studies the repairing capabilities of open large language models. In particular, we focus on a recent family of generative models, which, on top of standard left-to-right program synthesis, can also predict missing spans of code at any position in a program. We experiment with one of these models on four programming datasets and show that we can obtain good repair performance even without additional training. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2023,6,Conference Paper,"@article{2-s2.0-85164908820,
  title={Automated Program Repair Using Generative Models for Code Infilling},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Investigating Code Generation Performance of ChatGPT with Crowdsourcing Social Data,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85162764146&origin=inward,10.1109/COMPSAC57700.2023.00117,"AbstractView references

The recent advancements in Artificial Intelligence, particularly in large language models and generative models, are reshaping the field of software engineering by enabling innovative ways of performing various tasks, such as programming, debugging, and testing. However, few existing works have thoroughly explored the potential of AI in code generation and users' attitudes toward AI-assisted coding tools. This knowledge gap leaves it unclear how AI is transforming software engineering and programming education. This paper presents a scalable crowdsourcing data-driven framework to investigate the code generation performance of generative large language models from diverse perspectives across multiple social media platforms. Specifically, we utilize ChatGPT, a popular generative large language model, as a representative example to reveal its insights and patterns in code generation. First, we propose a hybrid keyword word expansion method that integrates words suggested by topic modeling and expert knowledge to filter relevant social posts of interest on Twitter and Reddit. Then we collect 316K tweets and 3.2K Reddit posts about ChatGPT's code generation, spanning from Dec. 1, 2022 to January 31, 2023. Our data analytics show that ChatGPT has been used in more than 10 programming languages, with Python and JavaScript being the two most popular, for a diverse range of tasks such as code debugging, interview preparation, and academic assignment solving. Surprisingly, our analysis shows that fear is the dominant emotion associated with ChatGPT's code generation, overshadowing emotions of happiness, anger, surprise, and sadness. Furthermore, we construct a ChatGPT prompt and corresponding code dataset by analyzing the screen-shots of ChatGPT code generation shared on social media. This dataset enables us to evaluate the quality of the generated code, and we have released this dataset to the public. We believe the insights gained from our work will provide valuable guidance for future research on AI-powered code generation. © 2023 IEEE.",2023,10,Conference Paper,"@article{2-s2.0-85162764146,
  title={Investigating Code Generation Performance of ChatGPT with Crowdsourcing Social Data},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Davinci Goes to Bebras: A Study on the Problem Solving Ability of GPT-3,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85160866835&origin=inward,10.5220/0012007500003470,"AbstractView references

In this paper we study the problem-solving ability of the Large Language Model known as GPT-3 (codename DaVinci), by considering its performance in solving tasks proposed in the “Bebras International Challenge on Informatics and Computational Thinking”. In our experiment, GPT-3 was able to answer with a majority of correct answers about one third of the Bebras tasks we submitted to it. The linguistic fluency of GPT-3 is impressive and, at a first reading, its explanations sound coherent, on-topic and authoritative; however the answers it produced are in fact erratic and the explanations often questionable or plainly wrong. The tasks in which the system performs better are those that describe a procedure, asking to execute it on a specific instance of the problem. Tasks solvable with simple, one-step deductive reasoning are more likely to obtain better answers and explanations. Synthesis tasks, or tasks that require a more complex logical consistency get the most incorrect answers. Copyright © 2023 by SCITEPRESS – Science and Technology Publications, Lda. Under CC license (CC BY-NC-ND 4.0)",2023,11,Conference Paper,"@article{2-s2.0-85160866835,
  title={Davinci Goes to Bebras: A Study on the Problem Solving Ability of GPT-3},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Large Language Models (GPT) Struggle to Answer Multiple-Choice Questions About Code,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85150767704&origin=inward,10.5220/0011996900003470,"AbstractView references

We analyzed effectiveness of three generative pre-trained transformer (GPT) models in answering multiple-choice question (MCQ) assessments, often involving short snippets of code, from introductory and intermediate programming courses at the postsecondary level. This emerging technology stirs countless discussions of its potential uses (e.g., exercise generation, code explanation) as well as misuses in programming education (e.g., cheating). However, the capabilities of GPT models and their limitations to reason about and/or analyze code in educational settings have been under-explored. We evaluated several OpenAI’s GPT models on formative and summative MCQ assessments from three Python courses (530 questions). We found that MCQs containing code snippets are not answered as successfully as those that only contain natural language. While questions requiring to fill-in a blank in the code or completing a natural language statement about the snippet are handled rather successfully, MCQs that require analysis and/or reasoning about the code (e.g., what is true/false about the snippet, or what is its output) appear to be the most challenging. These findings can be leveraged by educators to adapt their instructional practices and assessments in programming courses, so that GPT becomes a valuable assistant for a learner as opposed to a source of confusion and/or potential hindrance in the learning process. Copyright © 2023 by SCITEPRESS – Science and Technology Publications, Lda. Under CC license (CC BY-NC-ND 4.0)",2023,12,Conference Paper,"@article{2-s2.0-85150767704,
  title={Large Language Models (GPT) Struggle to Answer Multiple-Choice Questions About Code},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Prompt text classifications with transformer models! An exemplary introduction to prompt-based learning with large language models,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85142666964&origin=inward,10.1080/15391523.2022.2142872,"AbstractView references

This study investigates the potential of automated classification using prompt-based learning approaches with transformer models (large language models trained in an unsupervised manner) for a domain-specific classification task. Prompt-based learning with zero or few shots has the potential to (1) make use of artificial intelligence without sophisticated programming skills and (2) make use of artificial intelligence without fine-tuning models with large amounts of labeled training data. We apply this novel method to perform an experiment using so-called zero-shot classification as a baseline model and a few-shot approach for classification. For comparison, we also fine-tune a language model on the given classification task and conducted a second independent human rating to compare it with the given human ratings from the original study. The used dataset consists of 2,088 email responses to a domain-specific problem-solving task that were manually labeled for their professional communication style. With the novel prompt-based learning approach, we achieved a Cohen’s kappa of.40, while the fine-tuning approach yields a kappa of.59, and the new human rating achieved a kappa of.58 with the original human ratings. However, the classifications from the machine learning models have the advantage that each prediction is provided with a reliability estimate allowing us to identify responses that are difficult to score. We, therefore, argue that response ratings should be based on a reciprocal workflow of machine raters and human raters, where the machine rates easy-to-classify responses and the human raters focus and agree on the responses that are difficult to classify. Further, we believe that this new, more intuitive, prompt-based learning approach will enable more people to use artificial intelligence. © 2022 ISTE.",2023,17,Article,"@article{2-s2.0-85142666964,
  title={Prompt text classifications with transformer models! An exemplary introduction to prompt-based learning with large language models},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Fooling MOSS Detection with Pretrained Language Models,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85140848572&origin=inward,10.1145/3511808.3557079,"AbstractView references

As artificial intelligence (AI) technologies become increasingly powerful and prominent in society, their misuse is a growing concern. In educational settings, AI technologies could be used by students to cheat on assignments and exams. In this paper we explore whether transformers can be used to solve introductory level programming assignments while bypassing commonly used AI tools to detect similarities between pieces of software. We find that a student using GPT-J [60] can complete introductory level programming assignments without triggering suspicion from MOSS [2], a widely used software similarity and plagiarism detection tool. This holds despite the fact that GPT-J was not trained on the problems in question and is not provided with any examples to work from. We further find that the code written by GPT-J is diverse in structure, lacking any particular tells that future plagiarism detection techniques may use to try to identify algorithmically generated code. We conclude with a discussion of the ethical and educational implications of large language models and directions for future research. © 2022 Owner/Author.",2022,11,Conference Paper,"@article{2-s2.0-85140848572,
  title={Fooling MOSS Detection with Pretrained Language Models},
  author={N/A},
  journal={N/A},
  year={2022},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Generating Diverse Code Explanations using the GPT-3 Large Language Model,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85137106608&origin=inward,10.1145/3501709.3544280,"AbstractView references

Good explanations are essential to efficiently learning introductory programming concepts [10]. To provide high-quality explanations at scale, numerous systems automate the process by tracing the execution of code [8, 12], defining terms [9], giving hints [16], and providing error-specific feedback [10, 16]. However, these approaches often require manual effort to configure and only explain a single aspect of a given code segment. Large language models (LLMs) are also changing how students interact with code [7]. For example, Github's Copilot can generate code for programmers [4], leading researchers to raise concerns about cheating [7]. Instead, our work focuses on LLMs' potential to support learning by explaining numerous aspects of a given code snippet. This poster features a systematic analysis of the diverse natural language explanations that GPT-3 can generate automatically for a given code snippet.We present a subset of three use cases from our evolving design space of AI Explanations of Code. © 2022 Owner/Author.",2022,3,Conference Paper,"@article{2-s2.0-85137106608,
  title={Generating Diverse Code Explanations using the GPT-3 Large Language Model},
  author={N/A},
  journal={N/A},
  year={2022},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
